UniProtKB,SET1_DPY7.NES.GFP,SET2_DPY7.NES.GFP,SET3_DPY7.NES.GFP,SET1_DPY7.NLS.GFP,SET2_DPY7.NLS.GFP,SET3_DPY7.NLS.GFP,SET1_DPY7.NLS.NES,SET2_DPY7.NLS.NES,SET3_DPY7.NLS.NES,SET1_MYO2.NES.GFP,SET2_MYO2.NES.GFP,SET3_MYO2.NES.GFP,SET1_MYO2.NLS.GFP,SET2_MYO2.NLS.GFP,SET3_MYO2.NLS.GFP,SET1_MYO2.NLS.NES,SET2_MYO2.NLS.NES,SET3_MYO2.NLS.NES,SET1_MYO3.NES.GFP,SET2_MYO3.NES.GFP,SET3_MYO3.NES.GFP,SET1_MYO3.NLS.GFP,SET2_MYO3.NLS.GFP,SET3_MYO3.NLS.GFP,SET1_MYO3.NLS.NES,SET2_MYO3.NLS.NES,SET3_MYO3.NLS.NES,SET1_SPP5.NES.GFP,SET2_SPP5.NES.GFP,SET3_SPP5.NES.GFP,SET1_SPP5.NLS.GFP,SET2_SPP5.NLS.GFP,SET3_SPP5.NLS.GFP,SET1_SPP5.NLS.NES,SET2_SPP5.NLS.NES,SET3_SPP5.NLS.NES,Epidermis_cytoplasm,Epidermis_nucleus,Pharyngeal.muscle_cytoplasm,Pharyngeal.muscle_nucleus,Body.wall.muscle_cytoplasm,Body.wall.muscle_nucleus,Intestine_cytoplasm,Intestine_nucleus,Compartment.specific,Tissue.specific
G5EG65,0,-1.43445,3.29754,0,0,0,1.294181902,0,-0.755845273,0,0,0,0,0,0,0,0,0,0,1.65041,0,0,0,0,0,0,0,4.79731,0,2.43496,0,0,0,0.304746163,0,-0.718316549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
O01789,0,2.15442,2.97006,1.02158,0,1.96708,1.345017902,0.83858185,1.133174727,0,0,0,0.259389,0,0,0,0,0,0,0,0.193613,0,0,1.38233,0,0,1.723939133,4.08821,-0.588484,1.14117,3.91662,0,1.48549,1.724708363,1.15721489,1.322238451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Nucleus specific,NA
Q21952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47718,0,0,0,0,0,-0.706806549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
G5EE04,1.28683,2.22133,1.7868,1.11083,1.75657,1.42444,1.507848902,1.08819685,0.899903727,0.0958255,0.650513,0.152496,-0.155476,0.616639,-0.369243,0.546366581,0.80837055,0.382071,0.502502,1.23377,0.720763,0.406747,1.09644,-0.00192143,0.805462234,0.768719161,-0.061848867,1.43383,2.3303,1.34789,0.738485,0.785936,0.670193,0.932363163,0.75156489,0.450426451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Nucleus specific,NA
Q02328,5.26084,3.32312,3.80402,0,0,0,-1.521610098,-0.46498215,-1.635435273,3.09146,1.52013,1.88018,1.76189,0,0,0.169921581,-0.69878005,-0.706677,3.08425,1.13703,4.40921,0,0,0,-1.226493766,-0.318558839,-0.805660867,5.31268,3.78494,4.1571,0,0,0,-1.666333837,-1.12566511,-1.929226549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
P62784,1.19654,3.21898,2.48642,3.77867,4.00915,3.77304,1.484772902,3.16635785,2.575154727,0.0739093,0.487124,-0.121667,0.837001,0.960012,0.338092,2.008229581,0.73279795,0.9422363,1.94079,0.936624,0.383554,1.81302,3.53742,0.658086,2.608356234,3.442361161,1.058032133,1.2556,2.38713,0.752769,3.32076,2.19216,2.93528,3.890446163,4.86216489,3.105803451,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Nucleus specific,NA
P04255,3.57948,1.1652,2.1094,4.78964,4.63072,4.29318,3.437229902,3.48584785,3.287874727,2.2203,0.84749,0.440204,3.51794,2.44486,1.88201,2.536789581,2.37046995,2.317853,2.47821,1.18241,-0.0139763,3.56497,3.13571,2.28054,2.128566234,2.757791161,2.838759133,3.43619,1.05034,0.902254,4.92252,3.9253,4.30621,3.238836163,3.67062489,4.020323451,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Nucleus specific,NA
P08898,7.82042,2.33288,2.19234,1.6422,2.20617,1.21604,-1.315160098,0.94096385,0.390104727,5.6843,-0.861346,-0.667486,1.29868,-2.6584,-0.71722,-0.879470419,0.02311695,0.479212,1.01858,0.728192,-0.228028,0.390466,-5.01383,-0.4541,0.237400234,0.907426261,0.396166133,2.35931,1.8865,0.150641,1.41066,-1.55736,-0.260696,0.694426163,1.48665589,0.639198451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
P10771,0,0,0,4.79034,4.77322,4.26045,3.886189902,6.17368785,5.198164727,0,0,0,2.05929,0,3.69109,0.365476581,0,3.654063,0,0,0,2.6199,0,5.4139,-0.773433766,0,0,0,0,0,0,2.02696,4.56681,0,5.03570489,6.593993451,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Nucleus specific,NA
P09588,0,0,0,7.25874,6.29213,4.2491,4.217959902,4.90558785,4.163854727,0,0,0,5.36648,5.34306,2.57323,3.816309581,3.92724995,3.268453,0,0,0,4.79487,3.76417,1.78159,1.976946234,3.609751161,2.637289133,0,0,0,5.63561,5.54188,4.32364,3.434186163,4.88888489,4.747673451,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Nucleus specific,NA
Q9XTQ7,0.711362,1.89061,1.46706,0.780653,1.5079,1.08772,1.760575602,0.95736085,0.999162727,0.616273,0.471017,0.355423,0.166818,0.827787,-0.389303,0.440590581,1.12008295,0.240576,-0.0477249,0.711582,0.486413,0.395774,0.905836,-0.98159,1.406763234,1.179525161,-0.674430867,0.592043,1.27745,0.0468124,0.822379,0.274955,0.485253,1.905339163,1.30922389,1.590541451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
P22980,5.60884,0,2.93503,0,0,0,0.154049902,0,0.620752727,1.50792,0,0,0,0,0,0.849726481,0,0,0,-0.435684,0,0,3.36141,4.99298,0,1.568116161,2.410669133,0,0,0,0,0,0,0.104776163,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Nucleus specific,NA
H2KZZ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44339,4.05704,0,0,3.91263,0,1.01677489,0.962733451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Intestine specific
G5EFV4,0,0,0,7.05392,1.84947,4.28183,0,2.56290785,4.074094727,0,0,0,0,0,0,0,0,0,0,0,0,5.82397,6.86137,3.67704,0,7.303121161,2.443429133,0,0,0,0,0,7.37642,0,0,3.490423451,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Nucleus specific,NA
Q09390,0,0.6908,0,5.83634,0,2.40967,1.957654902,0.05131785,3.297674727,0,0,0,0,0,0,0,0,0,0,0,0,5.42121,0.990987,2.09295,2.313526234,3.761851161,3.978329133,5.69052,1.73053,0,6.67867,3.35651,3.50603,1.907622163,2.35345489,2.419743451,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Nucleus specific,NA
G5EEL9,0,0,0,5.62405,3.52317,6.19896,4.762049902,3.43517785,4.584084727,0,0,0,3.38455,3.42128,5.38181,3.874079581,3.66087995,4.356123,0,0,0,4.11436,3.56443,5.07943,3.548126234,5.413291161,3.941319133,0,0,0,4.84442,4.3533,6.07657,3.869696163,5.37940489,4.948633451,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Nucleus specific,NA
O01683,2.84426,0,1.50871,0,0.767513,2.8994,0.059589902,3.63249785,0.005634727,2.61762,1.31134,-1.22405,0,0.471277,0,0.051866581,0.34152195,0,1.34784,1.90682,0.257892,0,1.21708,1.34477,0.016051234,0.894371261,1.450633133,5.33507,2.22988,2.13766,3.15571,2.59541,2.03822,1.720796663,2.00865989,1.604173451,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Nucleus specific,NA
P41848,0,0,3.2029,0,-1.45767,4.08547,0,1.47982315,1.009734727,0,0,0,0,0,0,0,0,0,0,0,0,0.28467,0,-0.363875,1.976566234,0,2.799969133,3.30242,2.77453,-2.46533,3.93055,0,3.26112,2.522981163,1.93683589,2.052275451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Nucleus specific,NA
P90947,3.81259,2.14578,3.49459,0,0,3.58881,0.033759902,-0.28680215,-0.163705273,0,0,0,0,0,0,0,0,0,3.57757,2.46531,1.99201,0,0,0,-1.394423766,0.268583161,-0.058477867,2.40489,1.89938,2.33929,0,0,0,-2.018403837,-0.48927511,-1.147816549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
O44326,4.26088,4.50441,2.99346,0,0,0,-0.501130098,-0.07586215,-0.914875273,0,3.37541,1.29195,0,0,0,0,0.08444095,-0.376107,4.48101,3.68956,2.09315,0,0,0,-1.856893766,-1.003218839,-1.320920867,5.10245,3.91568,2.93776,0,0,0,-2.037253837,0.15917489,-1.010966549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
Q967F4,1.98428,2.51729,1.97494,0,1.33057,1.20574,0.575519902,0.58658985,1.409678727,0.836419,0.707513,0.950461,0,-0.107605,-0.0472495,0.420420581,0.24303195,0.546378,0.971317,1.19221,0.395837,0,0.293311,-0.277052,0.485274234,0.389421161,-0.014291867,1.9052,2.78993,1.75515,0.987517,0,0,0.694566163,0.56531489,-0.132016549,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
G5EFD4,-1.44399,0,3.82308,0,1.78323,0,-1.020210098,0.98614985,-0.149155273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53791,4.46956,3.61707,0,-0.31698,1.99208,-1.111523837,-1.47300511,-1.423056549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
O44476,0,2.26435,3.89465,4.1031,3.41998,2.19186,2.948149902,2.22333085,2.255094727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091076,1.50837,0,3.39555,3.86212,3.62734,3.463346163,3.09763489,2.609763451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Nucleus specific,NA
Q22633,4.28246,4.62026,3.45792,2.04448,2.17162,1.70581,-0.520680098,-1.11562215,-0.499365273,1.02015,0.320868,0.07838,0.817631,-0.115395,-0.357724,0.776918981,0.41545895,0.430247,1.0688,0.94604,0.265793,0.747138,0.59972,-0.154207,0.539872234,0.616063161,0.168948133,3.97634,4.00225,2.54513,1.86514,1.33586,1.02153,-0.381013837,-0.27555511,-0.279436549,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA
G5EDE2,0,1.12932,2.04694,0,4.59022,0,0,2.36171585,2.754504727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35581,0,0,4.12006,2.62191,0,1.81838489,1.766464451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Nucleus specific,NA
G5ED17,4.21565,3.99963,2.76571,2.18329,3.40163,1.83622,1.236937902,0.92469885,0.388653727,2.32738,1.45436,0.700577,0.708091,0,-0.470106,0.503180581,0.34374495,0.042108,2.16918,3.13402,1.48355,1.50514,1.12029,-0.0946769,-0.106703766,-0.391318839,-0.551750867,3.36692,3.01841,2.5296,0,0,0,-0.286483837,0.01454489,-0.779396549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA
A3QMB9,0,0,-0.503315,0,0,0,0,0,0.100344727,0,0,0,0,0,0,0,0,0,0,0,-3.49087,0,0,0,0,0,0,0,0,-0.296596,0,0,0,0,0,-0.181446549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
O16298,0,2.77017,2.23859,0,0,1.39202,0,0.10599785,0.406571727,0,0.799399,0,0,0,0,0,0.12507695,0,0,1.41555,0,0,0,1.17591,0,0.321345161,0.394094133,0,2.48007,0,0,0,2.1723,0,0.82709489,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
O16521,2.76971,2.49658,2.24666,1.24658,0.993806,0.70516,0.181919902,0.09912785,-0.013265273,0.95346,0.74532,0.281497,0.466438,0.255848,-0.286856,0.313251581,0.32872095,0.216049,1.09394,1.1036,0.41286,0.94675,0.575336,-0.144767,0.562849234,0.530981161,0.111194133,3.57026,3.22471,2.12157,1.53306,0.449626,0.81226,0.006326163,-0.22913511,-0.134576549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
K8ERU3,2.90816,2.10894,2.50038,2.14938,1.83618,1.30403,0.673679902,0.83049785,0.067874727,0,0.455384,0.654362,0.738005,0.185012,-0.143956,1.174786581,0.41141295,0.045966,1.3504,1.13239,0.563174,0.861294,0.244122,-0.351965,0.358197234,0.398807161,-0.022480867,2.92213,2.31003,2.42279,1.79926,0,0.888513,-0.088693837,0.51886489,-0.686646549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q10956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35665,1.28436,0,2.76553,0,0,0.156290234,-1.028618839,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Body wall muscle specific
Q8WTL6,3.96352,2.79758,2.76491,1.75592,1.33243,1.17432,-0.482060098,0.15081785,-0.302085273,2.02597,0.845385,1.00122,1.48929,-0.00737669,0.199284,0.462909581,0.12956595,0.022345,2.56829,1.49624,0.801538,1.56714,0.702182,0.186374,0.037608234,0.026547161,-0.166770867,4.19691,2.61589,2.40871,2.21167,0.711242,0.912877,-0.166813837,0.34573489,-0.420646549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q93795,0,2.8114,3.3908,0,2.55506,0,0,1.48999945,0.509074727,-0.473164,1.01101,0.981515,0,1.34021,0,0,0.02429795,-0.084603,0,1.57557,0,0,0,0,0,0.918049761,0,2.57659,2.54688,2.00503,0,0,0,0.168896163,1.08425489,0.671551451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
P91017,2.02449,0,1.60776,0,0,0,1.192370902,0,0.991037727,0.540887,0,0,0.208085,0,0,0.524018581,0,0,1.61472,0,0,0,0,0,0.585636234,0,0,4.06603,0,0,0,0,0,0.683456163,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q93637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2183,3.58146,3.61123,0,0,0,-1.282093837,-1.56452511,-1.330436549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,Intestine specific
Q93726,2.53046,0,2.67074,1.70736,0,0,1.062867902,0,0.949989727,0.898734,0,0,0,0,0.209687,0.671342581,0,0,1.76749,0,0,1.389,0,0,-0.393143766,0,0,2.76761,3.9919,3.52774,1.57535,0,0,0.370636163,1.16793489,0.277307451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
O17040,2.96478,2.17348,2.35543,0,0,0,0.382889902,1.83540885,-0.042575273,1.58053,1.02304,0.695277,0,0,0.0910589,0.441124581,0.21487395,0.227955,0,1.35157,0.720586,1.17845,0,0,0.642475234,0.544387161,0.024014133,3.39757,2.78568,1.9192,0,0,0,0.006776163,3.72444489,-0.171076549,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q22037,3.89154,4.1499,3.51758,3.33889,2.65034,4.79497,1.557142902,0.84483285,1.964438727,1.59908,2.02126,1.31112,1.02039,1.80228,1.16285,0.244595581,0.34355195,0.649232,2.48239,4.32911,2.1146,1.86757,3.64629,3.0748,0.889904934,0.472793161,1.734499133,4.2361,4.76851,3.58105,3.41536,4.64875,4.29982,0.903748163,1.29775789,1.521258451,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Nucleus specific,NA
Q9NLD1,3.94635,3.24397,2.69402,3.22167,2.61367,3.16221,1.110528902,0.42704685,1.405586727,1.74012,1.24478,0.855946,1.47681,0.447774,0.3771,0.634126581,0.08364895,0.411903,2.34934,2.15342,1.09221,2.28988,1.83836,2.14649,0.983173434,0.787774161,1.759499133,3.79851,3.31954,2.58369,3.40804,2.70425,2.98194,1.588683163,1.50751589,1.508334451,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Nucleus specific,NA
Q9BIB7,4.20207,0,2.13989,0,0,2.28493,1.069368902,0,1.700678727,0,0,0.812786,0,0,0,0,0,0.427985,0,2.85855,0,0,0,2.13275,0,0.212834161,1.216137133,4.31433,4.19655,2.77487,3.13847,0,3.28346,0.624236163,0.89140489,0.914408451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA
Q8MXR2,2.46637,4.04387,3.47697,0,0,3.57477,1.289836902,0.14520785,1.034294727,1.01832,0,0,0.304198,0,0,-0.155640419,0,0,1.47654,2.10187,1.46835,1.46812,1.15847,2.18483,1.023239834,0.422663161,1.114613133,3.59949,4.29902,3.24049,3.02115,0,2.31656,1.428716163,1.23203489,1.271722451,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Nucleus specific,NA
P34183,3.36877,2.79288,2.19347,3.21685,1.11708,0.915202,-0.118370098,0.15189785,0.107114727,2.11021,1.08178,0.628661,1.88358,0.318293,-0.0676228,0.554499581,0.15823195,0.327889,2.5297,1.56186,0.431963,2.00071,0.832758,0.172314,0.336460234,0.473729161,0.395454133,3.31769,2.52823,1.72877,2.53876,0.435428,0.761157,0.113296163,0.42285489,0.158846451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
P09446,3.68066,3.46829,3.17649,2.26976,1.87682,1.89703,0.251549902,-0.20474215,0.006744727,1.84065,1.36225,1.0583,1.05239,0.150169,0.0674721,0.060922581,-0.35914005,-0.136617,2.20823,2.01659,1.27717,1.40437,0.923255,0.771826,0.217197234,-0.045398839,0.115465133,3.68596,3.53851,2.93754,2.17723,1.47195,1.62771,0.185876163,0.22767489,-0.123766549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
P34328,3.08843,2.72518,2.02989,2.25826,1.86055,0.821896,0.543459902,0.34503785,0.067544727,2.07197,1.85074,0.98267,0,0.560494,0.0137168,-0.612940419,-0.40930005,-0.303977,0.978952,0.887331,0.340223,0.281785,0.616857,0.145837,0.366397234,0.785495161,0.193807133,2.22023,1.98556,1.63199,0.467055,0.69025,0.60501,0,0.95727489,0.134976451,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
P34696,2.6591,2.63843,2.23516,1.99544,1.76787,1.56802,1.148521902,0.60112085,0.742763727,0.219209,1.50948,0.203206,-0.324443,0.672399,0.0511831,0.462787581,0.17078895,0.669251,0.363449,1.49563,-0.18227,0.311257,1.42094,-0.211957,0.731590234,0.840840161,0.545355133,1.66429,3.38025,0.984023,0.786062,1.45209,0.545798,1.056829163,0.76930489,0.647710451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
P06582,2.90365,3.14582,2.62917,2.21943,2.56086,2.1466,1.064200902,0.72372085,0.770569727,0.406025,1.80633,0.507351,-0.134687,1.27691,0.193041,0.196885581,0.26297895,0.647228,0.47019,1.66414,0.0874193,0.316821,1.54819,-0.166327,0.736781234,0.715026161,0.662500233,2.54818,3.32036,1.25571,1.30993,1.64093,0.62995,0.480956163,0.48588489,0.677750451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA
P06581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34164,0,0,0,0,0,0.12811489,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
P02513,5.50701,0.71646,-0.773679,0,0,0,-0.062150098,0.23004785,0.160414727,0,4.16673,0,0,0,0,0,-0.79878005,0,0,0,0,0,0,0,0,0,0,4.90424,4.41024,0,0,0,0,-0.369263837,-0.15667511,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q20660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19746,6.51593,4.00177,0,0,2.60105,-0.207393837,-0.60742511,-0.161506549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Intestine specific
Q17849,6.3567,5.40375,5.18689,4.51538,0,5.26921,-0.204350098,0.02894785,-0.277595273,6.05041,4.56218,4.09592,0,5.04424,5.33904,-1.142050419,-0.76779005,-0.584707,5.16335,5.6257,4.72023,5.37836,5.72931,5.1189,-0.909713766,-0.692698839,-1.163770867,6.11769,4.88157,5.5213,5.0934,0,5.9958,-0.244353837,0.12363489,-0.091146549,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
P27420,1.98094,2.37467,2.14757,1.24789,1.23415,0.981573,0.815856902,0.07385785,0.083774727,0.789242,0.404491,0.245157,0.523637,-0.181712,-0.685991,0.581238581,0.17007195,0.227724,0.507492,0.377431,0.52601,0.125391,0.0997482,-0.104956,0.543897234,0.694229161,0.151600133,1.84344,1.99665,1.82511,0.698752,-0.0902516,0.773489,0.691056163,0.52423489,0.230936451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
P20163,2.47439,2.53908,2.20051,1.14817,1.45484,1.0286,0.358769902,0.03256785,0.117464727,0.683115,0.275598,0.186308,0.23059,-0.377769,-0.43372,0.264226581,0.20079795,0.432271,0.167294,0.594789,0.565898,-0.167271,0.209342,-0.0580789,0.663645234,0.831539161,0.098295133,1.20312,1.97928,1.70915,0,0.0865903,0.762472,0.282066163,0.52442489,0.167781451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
H2KYS1,3.73844,0,4.22452,0,0,0,-1.294150098,0,-0.400985273,0,0,1.11039,0,0,0,0,0,-0.806467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274051451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
P11141,2.03588,2.96627,2.33074,1.10189,1.86822,1.09882,0.639789902,0.24548785,0.104764727,0.524721,0.822536,0.582457,-0.0157724,0.0876456,-0.127892,0.441605581,0.08303595,0.219602,0.604722,1.17933,0.938379,-0.0334331,0.759905,0.584241,0.346478234,0.459748161,0.227651133,1.87497,2.64398,1.81976,0.481156,0.979167,1.08936,0.166316163,0.51172489,0.221514451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
P50140,1.74026,2.54194,2.3866,0.644442,1.0833,0.984006,0.724185902,0.21493785,0.204264727,0.476005,0.824181,0.581112,0.188464,-0.0726923,-0.0734765,0.496361581,0.11399295,0.341522,0.49459,1.03118,1.04397,-0.129826,0.682893,0.399579,0.290496234,0.717946161,0.021211133,1.75386,1.88753,1.47992,0,-0.0847601,0.475102,0.385506163,0.53854489,0.277507451,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
O45246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90551,0,0,0,0,0,0.353184161,0,0,4.60598,0,0,0,0,0,-1.49874511,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q7JKP6,0,3.42962,0,5.31273,3.8054,4.78762,3.591349902,2.76604785,2.953114727,0,0,0,0,0,2.6766,0,0,2.722703,0,0,0,4.94351,4.39805,2.44004,2.580766234,3.834001161,3.257649133,0,0,0,2.64423,3.70937,3.42047,2.350179163,3.12154489,3.253763451,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Nucleus specific,NA
Q27511,2.49102,0,0,5.24765,5.56693,5.40458,4.749529902,4.99372785,5.845354727,0,0,0,4.79121,3.35969,3.10549,3.486609581,3.50856995,3.377693,2.56963,0,0,5.35309,5.16337,2.92604,3.239356234,4.318901161,3.744319133,2.45144,0,0,5.23622,5.35696,5.38287,4.387926163,6.65080489,5.231243451,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Nucleus specific,NA
Q19901,4.04589,2.58315,2.64654,0,0.972089,0.590575,0.149889902,0.40574585,-0.121205273,1.489,0.559581,0.462527,1.37148,3.12386,0,0.665678581,3.48694995,0.348193,1.58877,1.36447,0.0898727,1.2695,0,-0.603009,0.455556234,3.837101161,0.242204133,3.2827,1.94522,1.48532,3.20573,0.695479,0,0.329766163,0.54365489,-0.060536549,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q95ZU1,0,0,2.00108,0,4.19549,0,0,0,-0.093145273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q20456,2.96025,2.23921,1.8639,0,0,0.677391,0.159939902,0.69982585,0.324909727,0,0,0.3749,-6.63431,0,-0.419657,0,9.04202995,0.052758,2.27929,2.10683,0.185772,0,0,0,0.111262234,-0.548328839,0.225234133,3.91614,3.00575,2.45655,2.31181,0,0.128995,-0.522423837,0.13812489,-0.417356549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
G5ECZ0,3.69999,1.37261,2.18532,0,0,0,0.379619902,0.50015885,0.512898727,1.95372,0.79425,-0.645991,0,3.64764,-2.23408,0.234452581,0,-0.290907,1.61828,1.56474,-1.03282,0,3.26837,0.403587,0.609920234,0.718610161,0,3.73301,0.356501,0.496147,0,0,0,0.564686163,0.47908489,-0.166946549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
H2L0I7,3.59944,2.91022,2.12847,1.39859,0.540427,0.332989,0.590469902,0.66909485,0.250844727,0,0,0.34287,0.707301,0,3.83223,0,0,1.571006,0,0.172425,-0.265109,0,0.182012,0,0,1.311166161,0.413898133,3.43351,2.28478,2.6669,1.86493,0,2.74072,0.316196163,0.45632489,-0.329986549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA
Q9BHL2,0,0,0,0,0,-6.37123,0,0,0,0,0,0.886598,0,0,-4.73596,0,0,-0.772727,0,0,0,0,0,-2.67892,0,0,0,0,0,2.37947,0,0,0,0,0,0.427305451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
